id	area	claim	source_path	source_lines	author	reviewer_1	reviewer_2	status
program-031	function calls	Call expansion moves inline closure arguments into a prelude, replaces them with bound CLOSURE_REF pseudo-instructions, and records the actual-argument count in the call immediate.	upstream/jq/src/compile.c	1149-1182	codex-facts-program	codex-program-r1		proposed
program-032	builtins	Calls bound to C closures recursively expand each argument body into reverse-order subexpressions, become CALL_BUILTIN, and encode an argument count including the implicit input.	upstream/jq/src/compile.c	1185-1203	codex-facts-program	codex-program-r1		proposed
program-033	builtins	C builtins are introduced as CLOSURE_CREATE_C binders with borrowed pointers into the static cfunction table, copied names, and formal count equal to nargs minus the implicit input.	upstream/jq/src/compile.c	1068-1077	codex-facts-program			disputed
program-034	paths	The bytecoded path builtin wraps its filter parameter call between PATH_BEGIN and PATH_END, so path tracking is explicit in compiled program form.	upstream/jq/src/builtin.c	2014-2025	codex-facts-program	codex-program-r1		proposed
program-035	assignment lowering	Plain assignment lowers to _assign with path and value filters as lambdas, while update assignment lowers to _modify with path and update filters as lambdas.	upstream/jq/src/parser.y	348-365	codex-facts-program	codex-program-r1		proposed
program-036	assignment lowering	Compound arithmetic assignments store the right filter in a fresh temporary and invoke _modify with a lambda that applies the corresponding binary builtin to the current path value and the temporary.	upstream/jq/src/parser.y	262-270	codex-facts-program	codex-program-r1		proposed
program-037	assignment lowering	Alternative assignment stores the right filter in a fresh temporary and invokes _modify with a lambda that applies defined-or between the current path value and that temporary.	upstream/jq/src/parser.y	253-260	codex-facts-program	codex-program-r1		proposed
program-038	assignment behavior	The jq-coded _assign reduces all paths produced by path(paths) and applies setpath with one captured value.	upstream/jq/src/builtin.jq	12-15	codex-facts-program	codex-program-r1		proposed
program-039	assignment behavior	The jq-coded _modify reduces selected paths over an original value plus deletion list, writes update outputs with setpath, records paths whose update is empty, and deletes those paths at the end.	upstream/jq/src/builtin.jq	15-33	codex-facts-program	codex-program-r1		proposed
program-040	constant folding	Binary arithmetic and comparisons fold only when both operands are single constant blocks; successful results become LOADK and failures become ERRORK carrying the invalid message.	upstream/jq/src/parser.y	194-223	codex-facts-program	codex-program-r1		proposed
program-041	constant folding	A non-folded binary operator becomes a call to its named internal builtin with the two operands represented as lambdas.	upstream/jq/src/parser.y	225-247	codex-facts-program	codex-program-r1		proposed
program-042	collections	Array construction first attempts to recognize a constant comma/LOADK/JUMP pattern; otherwise it uses a fresh collection variable, FORK, APPEND, BACKTRACK, and LOADVN.	upstream/jq/src/compile.c	667-741	codex-facts-program	codex-program-r1		proposed
program-043	collections	Object construction becomes a single constant only when each key and value matches supported constant subexpression forms and every key is a string; failure leaves the original expression block for runtime construction.	upstream/jq/src/compile.c	609-664	codex-facts-program	codex-program-r1		proposed
program-044	bytecode flattening	Compilation first measures every emitted instruction, accounts for two units per jq-call closure reference, records each instruction's ending position and containing bytecode, and appends RET.	upstream/jq/src/compile.c	1214-1234	codex-facts-program	codex-program-r1		proposed
program-045	locals and functions	Self-bound variable instructions receive sequential frame indices and debug local names; CLOSURE_CREATE instructions receive sequential subfunction indices; C closures receive global C-function indices and names.	upstream/jq/src/compile.c	1236-1253	codex-facts-program	codex-program-r1		proposed
program-046	compile failure	A function whose flattened length exceeds 65535 16-bit units emits a compile error rather than relying on a truncated program counter.	upstream/jq/src/compile.c	1255-1260	codex-facts-program	codex-program-r1		proposed
program-047	closures	Each jq subfunction bytecode points to the shared global symbol table and parent bytecode, numbers closure parameters, records parameter names, and recursively compiles the function body.	upstream/jq/src/compile.c	1263-1284	codex-facts-program	codex-program-r1		proposed
program-048	bytecode encoding	CALL_BUILTIN encodes argument count and global C-function index; CALL_JQ encodes closure count, lexical nesting level, binder index, and two units for every captured closure reference.	upstream/jq/src/compile.c	1295-1317	codex-facts-program	codex-program-r1		proposed
program-049	constant pool	Constant-bearing instructions append a jv_copy to a per-function constant array and encode its array index; STORE_GLOBAL additionally encodes lexical level and variable index.	upstream/jq/src/compile.c	1318-1328	codex-facts-program	codex-program-r1		proposed
program-050	relocation	Variable operands encode lexical parent distance plus binder-local index, while branch operands are relocated to positive offsets from the word after the operand and assert that every target is forward.	upstream/jq/src/compile.c	1329-1338	codex-facts-program	codex-program-r1		proposed
program-051	compile cleanup	After emission, bytecode adopts the constant pool, computes nlocals from the maximum referenced variable, and frees the entire compiler block.	upstream/jq/src/compile.c	1343-1346	codex-facts-program	codex-program-r1		proposed
program-052	compile result	block_compile consumes args and its cached environment, frees the partially built bytecode and returns null output on any error, and otherwise transfers the bytecode through out.	upstream/jq/src/compile.c	1349-1370	codex-facts-program	codex-program-r1		proposed
program-053	bytecode ownership	A bytecode function contains a 16-bit code buffer, local and closure counts, a JSON constant array, a global symbol-table pointer, owned child-function pointers, a parent pointer, and JSON debug information.	upstream/jq/src/bytecode.h	72-88	codex-facts-program			disputed
program-054	disassembler	Disassembly walks code by dynamic operation length, prints nested function names and indices, prints closure parameter names, and recursively disassembles child functions.	upstream/jq/src/bytecode.c	40-85	codex-facts-program	codex-program-r1		proposed
program-055	disassembler	Call disassembly resolves each closure operand by walking lexical parents and selecting either a child-function name or parameter name; ARG_NEWCLOSURE distinguishes those cases.	upstream/jq/src/bytecode.c	95-122	codex-facts-program	codex-program-r1		proposed
program-056	disassembler	The disassembler renders C-call names from the shared symbol table, branch operands as resolved PCs, constants from the pool, and variables as debug names plus local index and optional lexical level.	upstream/jq/src/bytecode.c	123-145	codex-facts-program	codex-program-r1		proposed
program-057	bytecode cleanup	bytecode_free recursively releases code, constants, child bytecodes, child pointer storage, debug info, and the bytecode itself, but releases the shared global symbol table only from the root.	upstream/jq/src/bytecode.c	149-160	codex-facts-program	codex-program-r1		proposed
program-058	tail calls	The optimizer changes CALL_JQ to TAIL_CALL_JQ only when the continuation reaches RET through unconditional jumps and neither callee nor captured closures reference lexical level zero.	upstream/jq/src/execute.c	1146-1180	codex-facts-program	codex-program-r1		proposed
program-059	tail calls	Tail-call optimization recursively processes child functions and mutates opcode words in each existing bytecode buffer in place.	upstream/jq/src/execute.c	1183-1205	codex-facts-program	codex-program-r1		proposed
program-060	modules	Module and import pseudo-instructions carry constant metadata; import metadata records alias when present, data-vs-code status, and relative path, and explicit metadata is merged into that object.	upstream/jq/src/compile.c	512-545	codex-facts-program	codex-program-r1		proposed
program-061	modules	The parser requires module and import metadata to be constant objects and reports compile errors while freeing rejected metadata blocks.	upstream/jq/src/parser.y	289-305	codex-facts-program	codex-program-r1		proposed
program-062	modules	Dependency processing removes leading import pseudo-instructions, traverses them in reverse because binding order is reversed, validates metadata, loads data or jq libraries, and binds definitions under import aliases.	upstream/jq/src/linker.c	243-326	codex-facts-program	codex-program-r1		proposed
program-063	modules	Code libraries are parsed as definition-only programs, recursively process their dependencies, self-bind definitions, and are cached as owned path names plus blocks in library loading state.	upstream/jq/src/linker.c	329-378	codex-facts-program	codex-program-r1		proposed
program-064	modules	Program loading rejects a definition-only top level, optionally prepends the home jq library, processes dependencies, discards failed or constant library blocks, joins successful libraries, and drops unreferenced definitions.	upstream/jq/src/linker.c	409-451	codex-facts-program	codex-program-r1		proposed
program-065	dead definitions	Reference marking traverses argument and subfunction blocks backward, and block_drop_unreferenced frees self-bound definitions that remain unreferenced while preserving referenced instructions in order.	upstream/jq/src/compile.c	451-480	codex-facts-program	codex-program-r1		proposed
program-066	parse failure	yyerror increments the error count and emits a located jq error; after parsing, any error frees the answer block and replaces it with an empty block.	upstream/jq/src/parser.y	139-143	codex-facts-program			disputed
program-067	behavior fixtures	The function fixtures require arity-sensitive redefinition, lexical scoping across filter and value parameters, and backtracking through nested function calls and returns.	upstream/jq/tests/jq.test	858-877	codex-facts-program	codex-program-r1		proposed
program-068	behavior fixtures	The destructuring-alternation fixture requires missing variables from non-selected alternatives to be null while the selected pattern supplies its matched bindings.	upstream/jq/tests/jq.test	928-933	codex-facts-program	codex-program-r1		proposed
program-069	behavior fixtures	Path fixtures require one path filter to emit multiple paths, identity to emit the empty path, and invalid non-path-producing filters to raise differentiated path errors.	upstream/jq/tests/jq.test	1101-1128	codex-facts-program	codex-program-r1		proposed
program-070	behavior fixtures	Assignment fixtures require update assignment with empty to delete selected array elements and require assignment through multiple indices to update every selected location.	upstream/jq/tests/jq.test	1252-1263	codex-facts-program	codex-program-r1		proposed
program-071	behavior fixtures	Label fixtures require break to stop the labeled generator while allowing following comma output, and require a same-named ordinary variable not to satisfy a break label.	upstream/jq/tests/jq.test	315-327	codex-facts-program	codex-program-r1		proposed
program-072	behavior fixtures	Module fixtures require namespaced code imports, unqualified includes, and data imports bound under both direct and namespaced variable forms.	upstream/jq/tests/jq.test	1861-1877	codex-facts-program	codex-program-r1		proposed
program-073	unresolved question	Does constant-array recognition require the displayed FORK and JUMP targets to be in the stated sequence, given that the recognizer explicitly does not check target order?	upstream/jq/src/compile.c	667-689	codex-facts-program			disputed
program-074	unresolved question	What is the intended minimum frame size when no variable index is referenced, given that nlocals is maxvar plus two and the source marks zero-sized frames as a FIXME?	upstream/jq/src/compile.c	1293-1345	codex-facts-program			disputed
program-075	unresolved question	Should arguments bound to C functions remain restricted to inline CLOSURE_CREATE blocks, given the compiler asserts that form and marks it FIXME?	upstream/jq/src/compile.c	1185-1195	codex-facts-program			disputed
program-076	unresolved question	Should tail-call optimization preserve immutable compiled code and return replacement storage, given that the optimizer mutates bc->code and marks that mutation as a FIXME?	upstream/jq/src/execute.c	1183-1198	codex-facts-program			disputed
program-077	unresolved question	Should non-string entries in a module search path produce diagnostics, given that the loader currently skips them and leaves that reporting behavior as an XXX question?	upstream/jq/src/linker.c	168-177	codex-facts-program			disputed
