id	area	claim	source_path	source_lines	author	reviewer_1	reviewer_2	status
json-012	parsing-nul	The shell fixtures verify rejection of unescaped control bytes 0x01, 0x02, 0x1e, and 0x1f, plus acceptance and escaped printing of bytes 0x20, 0x7e, and 0x7f.	upstream/jq/tests/shtest	100-113	yevbar	json-scalar-evidence-review-a	json-scalar-evidence-review-b	accepted
json-013	parsing-whitespace	In the ordinary classify-and-dispatch path outside strings, classify assigns WHITESPACE only to space, horizontal tab, carriage return, and line feed, assigns QUOTE to double quote and STRUCTURE to the six JSON structural bytes, and assigns bytes outside those sets to LITERAL; with JV_PARSE_SEQ, scan intercepts ASCII RS before classification for record-separator handling.	upstream/jq/src/jv_parse.c	551-577,644-680	yevbar	json-corrections-review-a	json-corrections-review-b	accepted
json-014	parsing-whitespace	The scanner increments columns per byte and, on line feed, increments the line and resets the column to zero.	upstream/jq/src/jv_parse.c	644-649	yevbar	json-scalar-evidence-review-a	json-scalar-evidence-review-b	accepted
json-015	parsing-streams	The incremental parser returns a completed top-level value as soon as its container depth is zero; it can subsequently scan and return another top-level value from the same buffer.	upstream/jq/src/jv_parse.c	583-591,767-800	yevbar			proposed
json-016	parsing-streams	The single-value jv_parse_sized_custom_flags wrapper reads a second parser result and replaces two valid results with "Unexpected extra JSON values"; a later parse error replaces the first value with that error.	upstream/jq/src/jv_parse.c	864-900	yevbar			proposed
json-017	parsing-streams	The shell fixtures establish that adjacent complete JSON arrays are accepted as two input values, including with no separating whitespace.	upstream/jq/tests/shtest	151-163	yevbar			proposed
json-018	parsing-eof	On a partial buffer boundary with no result or error, jv_parser_next returns a message-less invalid value to request another buffer rather than treating the boundary as EOF.	upstream/jq/src/jv_parse.c	818-821	yevbar	json-scalar-evidence-review-a	json-scalar-evidence-review-b	accepted
json-019	parsing-eof	At final EOF, an open string produces "Unfinished string", an open array or object produces "Unfinished JSON term", and an incomplete literal reports its literal-specific error.	upstream/jq/src/jv_parse.c	823-847	yevbar	json-scalar-evidence-review-a	json-scalar-evidence-review-b	accepted
json-020	parsing-eof	At final EOF after unfinished-syntax checks, the parser selects either the pending complete value or a message-less invalid value when the stream contains no value. In non-streaming JV_PARSE_SEQ mode, a selected top-level number lacking trailing whitespace is released and replaced by a "Potentially truncated top-level numeric value" error. With both JV_PARSE_SEQ and JV_PARSE_STREAMING, a pending complete number is first wrapped as [path,value], so the resulting array bypasses the number-kind truncation check and is returned. Later calls remain at EOF and return message-less invalid.	upstream/jq/src/jv_parse.c	767-769,823-860	yevbar	json020-final-review-a	json020-final-review-b	accepted
json-021	parsing-eof	The single-value convenience parser converts an empty message-less result into "Expected JSON value".	upstream/jq/src/jv_parse.c	884-900	yevbar	json-scalar-evidence-review-a	json-scalar-evidence-review-b	accepted
json-022	streaming-state	Streaming mode represents the current path as an array: entering an array appends index 0, entering an object appends null until a key is known, commas increment array indices or reset object keys, and closing containers slices one path component.	upstream/jq/src/jv_parse.c	241-325,336-416	yevbar			proposed
json-023	streaming-output	Streaming scalar leaves are emitted as [path,value]; a closing non-empty container schedules an additional [path] end marker, while empty arrays and objects are emitted as [path,empty-container] leaves.	upstream/jq/src/jv_parse.c	313-323,350-365,385-410,593-613	yevbar			proposed
json-024	streaming-output	The streaming fixture compares leaf [path,value] output against ordinary path traversal for a torture document and checks that slurping adjacent arrays preserves each value and end marker.	upstream/jq/tests/shtest	158-163,208-218	yevbar			proposed
json-025	streaming-errors	JV_PARSE_STREAM_ERRORS wraps a parser error string and a copy of the current path in a two-element array; without that flag the error is an invalid jv carrying the string message.	upstream/jq/src/jv_parse.c	755-765	yevbar			proposed
json-026	streaming-errors	The --stream-errors fixture expects an incomplete array to yield ["Unfinished JSON term at EOF at line 1, column 1",[0]].	upstream/jq/tests/shtest	216-218	yevbar			proposed
json-027	streaming-errors	After a non-sequence parse error, the parser resets owned parse state, discards the current buffer, and returns the error; sequence mode instead waits for an RS and retains the remaining buffer for resynchronization.	upstream/jq/src/jv_parse.c	800-817	yevbar			proposed
json-028	sequence-eof	JSON sequence mode begins waiting for ASCII RS, detects truncated values at an RS boundary, and treats an unresynchronized final EOF as "Unfinished abandoned text".	upstream/jq/src/jv_parse.c	84-87,650-665,785-795,827-833	yevbar			proposed
json-029	sequence-eof	A top-level sequence number not followed by whitespace is reported as potentially truncated at RS or EOF rather than emitted.	upstream/jq/src/jv_parse.c	615-629,650-655,856-859	yevbar			proposed
json-030	sequence-fixtures	The sequence fixtures cover resynchronization after truncated arrays, objects, and strings, ignored unfinished text at EOF, and ignored numeric input lacking a terminating delimiter.	upstream/jq/tests/shtest	53-98	yevbar			proposed
json-031	printing-compact	Without JV_PRINT_PRETTY, non-empty arrays and objects are emitted with commas and colons but no layout newlines, indentation, or post-colon space.	upstream/jq/src/jv_print.c	284-307,312-377	yevbar			proposed
json-032	printing-pretty	Pretty printing puts each non-empty array element or object member on a new line, indents by nesting depth, adds one space after an object colon, and emits a closing-line indentation.	upstream/jq/src/jv_print.c	284-307,312-377	yevbar			proposed
json-033	printing-indent	The print-flag contract reserves one tab flag and three bits for a 0-to-7 space count; JV_PRINT_INDENT_FLAGS maps values outside 0-to-7 to tabbed pretty output.	upstream/jq/src/jv.h	218-232	yevbar			proposed
json-034	printing-indent	The shell fixtures pin exact pretty layouts for 0, 1, 5, and 6 spaces of indentation, including nested objects.	upstream/jq/tests/shtest	779-806	yevbar			proposed
json-035	printing-ascii	String printing always escapes quote, backslash, controls, and DEL as required; with JV_PRINT_ASCII it additionally emits non-ASCII codepoints as lowercase \\u escapes, using a surrogate pair above U+FFFF.	upstream/jq/src/jv_print.c	143-207	yevbar			proposed
json-036	printing-color	Color printing selects a color by jv kind, uses a separate field-key color, restores container color around separators, and appends a reset after each colored term.	upstream/jq/src/jv_print.c	218-225,284-385	yevbar			proposed
json-037	printing-color	The color fixtures pin ANSI output for scalar kinds, strings, arrays, objects, keys, punctuation, pretty indentation, custom JQ_COLORS, and NO_COLOR behavior.	upstream/jq/tests/shtest	431-550,602-643	yevbar			proposed
json-038	printing-sorted	With JV_PRINT_SORTED, object printing obtains jv_keys and indexes that key array; without it, printing advances the object's native iterator.	upstream/jq/src/jv_print.c	312-345	yevbar			proposed
json-039	printing-object-order	Native object iteration advances through increasing object-slot indices and skips slots whose key marker is null.	upstream/jq/src/jv.c	1924-1952	yevbar			proposed
json-040	printing-numbers	With USE_DECNUM, printing emits the string returned by jv_number_get_literal when available; native numbers use dtoa, NaN prints as null, and infinities are clamped to finite double extrema.	upstream/jq/src/jv_print.c	253-277	yevbar			proposed
json-041	printing-numbers	The decimal-number fixtures require preservation of high precision and distinguish preserved forms such as 1.000, 1.0, and 1.00 from builds without decimal-number support.	upstream/jq/tests/man.test	5-23	yevbar			proposed
json-042	printing-invalid	Printing an invalid jv without JV_PRINT_INVALID asserts; with the flag it emits <invalid> or <invalid:"message">, forcing ASCII escaping for the message.	upstream/jq/src/jv_print.c	226-243	yevbar			proposed
json-043	printing-depth	When recursive indentation exceeds MAX_PRINT_DEPTH 256, the printer emits <skipped: too deep> instead of descending further.	upstream/jq/src/jv_print.c	19-21,218-228	yevbar			proposed
json-044	number-question	Does the compatibility target require only the pinned default USE_DECNUM configuration, or must parser/printer fixtures also pass under --disable-decnum?	upstream/jq/configure.ac	103-109	yevbar			proposed
json-045	fixture-question	Which compatibility fixture should directly supply literal NUL and malformed UTF-8 bytes inside quoted JSON, rather than relying only on source inspection and non-JSON raw-input fixtures?	upstream/jq/tests/shtest	38-40,100-113	yevbar			proposed
json-046	streaming-question	Should a future compatibility shard pin every partial-buffer split point, including splits inside UTF-8 sequences, escapes, BOM bytes, and number tokens?	upstream/jq/src/jv_parse.c	722-753,818-821	yevbar			proposed
json-047	printing-compact	The compact-output fixture expects [1,2] with no internal layout whitespace and one CLI output newline.	upstream/jq/tests/shtest	779-782	yevbar			proposed
json-048	printing-indent	put_indent emits one tab per nesting level under JV_PRINT_TAB; otherwise it multiplies nesting depth by the encoded space count.	upstream/jq/src/jv_print.c	132-141	yevbar			proposed
json-049	parsing-unicode	The JSON parser passes the completed string token to jv_string_sized with its explicit decoded byte length.	upstream/jq/src/jv_parse.c	446-503	yevbar	json-scalar-evidence-review-a	json-scalar-evidence-review-b	accepted
json-050	fixture-question	Which pinned compatibility fixtures should directly exercise JV_PRINT_ASCII, JV_PRINT_SORTED, JV_PRINT_TAB, and JV_PRINT_INVALID rather than relying only on their implementation paths?	upstream/jq/src/jv.h	218-237	yevbar			proposed
